invoice_no,issue_date,currency,fx_rate,seller_trn,seller_name,buyer_name,buyer_trn,buyer_country,buyer_emirate,buyer_type,txn_type_code,total_excl_vat,total_vat,total_incl_vat,line_no,description,qty,unit_price,line_amount,vat_category,vat_rate,vat_amount,line_amount_aed,vat_amount_aed
INV-2026-1051,12/07/2026,AED,,100321654900003,Sample Seller FZE,Ajman Foods Co,100112233400003,AE,AJM,B2B,1000,55500.00,2775.00,58275.00,1,Consulting day,3,2500.00,7500.00,S,5,375.00,7500.00,375.00
INV-2026-1051,12/07/2026,AED,,100321654900003,Sample Seller FZE,Ajman Foods Co,100112233400003,AE,AJM,B2B,1000,55500.00,2775.00,58275.00,2,Data migration,3,9000.00,27000.00,S,5,1350.00,27000.00,1350.00
INV-2026-1051,12/07/2026,AED,,100321654900003,Sample Seller FZE,Ajman Foods Co,100112233400003,AE,AJM,B2B,1000,55500.00,2775.00,58275.00,3,Monthly reporting pack,1,3500.00,3500.00,S,5,175.00,3500.00,175.00
INV-2026-1051,12/07/2026,AED,,100321654900003,Sample Seller FZE,Ajman Foods Co,100112233400003,AE,AJM,B2B,1000,55500.00,2775.00,58275.00,4,Monthly reporting pack,5,3500.00,17500.00,S,5,875.00,17500.00,875.00
INV-2026-1052,2026-07-22,AED,,100321654900003,Sample Seller FZE,Sharjah Textiles FZE,100987654300003,AE,SHJ,B2B,1000,55500.00,2775.00,58275.00,1,Monthly reporting pack,5,3500.00,17500.00,S,5,875.00,17500.00,875.00
INV-2026-1052,2026-07-22,AED,,100321654900003,Sample Seller FZE,Sharjah Textiles FZE,100987654300003,AE,SHJ,B2B,1000,55500.00,2775.00,58275.00,2,Reconciliation setup,3,6500.00,19500.00,S,5,975.00,19500.00,975.00
INV-2026-1052,2026-07-22,AED,,100321654900003,Sample Seller FZE,Sharjah Textiles FZE,100987654300003,AE,SHJ,B2B,1000,55500.00,2775.00,58275.00,3,Reconciliation setup,1,6500.00,6500.00,S,5,325.00,6500.00,325.00
INV-2026-1052,2026-07-22,AED,,100321654900003,Sample Seller FZE,Sharjah Textiles FZE,100987654300003,AE,SHJ,B2B,1000,55500.00,2775.00,58275.00,4,Power BI dashboard build,1,12000.00,12000.00,S,5,600.00,12000.00,600.00
INV-2026-1053,2026-07-23,AED,,100321654900003,Sample Seller FZE,Blue Coast Cafe,,AE,DXB,B2C,1000,30600.00,1530.00,32130.00,1,Data migration,3,9000.00,27000.00,VAT5,5,1350.00,27000.00,1350.00
INV-2026-1053,2026-07-23,AED,,100321654900003,Sample Seller FZE,Blue Coast Cafe,,AE,DXB,B2C,1000,30600.00,1530.00,32130.00,2,Training session,2,1800.00,3600.00,S,5,180.00,3600.00,180.00
INV-2026-1054,2026-07-27,USD,3.6725,100321654900003,Sample Seller FZE,Nordic Imports AB,,SE,,B2B,1000,69400.00,0.00,69400.00,1,Data migration,1,9000.00,9000.00,Z,0,0.00,33052.50,0.00
INV-2026-1054,2026-07-27,USD,3.6725,100321654900003,Sample Seller FZE,Nordic Imports AB,,SE,,B2B,1000,69400.00,0.00,69400.00,2,Support hours,2,450.00,900.00,Z,0,0.00,3305.25,0.00
INV-2026-1054,2026-07-27,USD,3.6725,100321654900003,Sample Seller FZE,Nordic Imports AB,,SE,,B2B,1000,69400.00,0.00,69400.00,3,Reconciliation setup,5,6500.00,32500.00,Z,0,0.00,119356.25,0.00
INV-2026-1054,2026-07-27,USD,3.6725,100321654900003,Sample Seller FZE,Nordic Imports AB,,SE,,B2B,1000,69400.00,0.00,69400.00,4,Data migration,3,9000.00,27000.00,Z,0,0.00,99157.50,0.00
INV-2026-1055,2026-07-26,SAR,0.979333,100321654900003,Sample Seller FZE,Mumbai Spice House,,IN,,B2B,1000,52250.00,0.00,52250.00,1,Monthly reporting pack,4,3500.00,14000.00,Z,0,0.00,13710.66,0.00
INV-2026-1055,2026-07-26,SAR,0.979333,100321654900003,Sample Seller FZE,Mumbai Spice House,,IN,,B2B,1000,52250.00,0.00,52250.00,2,Support hours,5,450.00,2250.00,Z,0,0.00,2203.50,0.00
INV-2026-1055,2026-07-26,SAR,0.979333,100321654900003,Sample Seller FZE,Mumbai Spice House,,IN,,B2B,1000,52250.00,0.00,52250.00,3,Power BI dashboard build,3,12000.00,36000.00,Z,0,0.00,35255.99,0.00
INV-2026-1056,2026-07-28,AED,,100321654900003,Sample Seller FZE,Gulf Marine Services,100456789100003,AE,AUH,B2B,1000,102000.00,5100.00,107100.00,1,Power BI dashboard build,4,12000.00,48000.00,S,5,2400.00,48000.00,2400.00
INV-2026-1056,2026-07-28,AED,,100321654900003,Sample Seller FZE,Gulf Marine Services,100456789100003,AE,AUH,B2B,1000,102000.00,5100.00,107100.00,2,Data migration,1,9000.00,9000.00,S,5,450.00,9000.00,450.00
INV-2026-1056,2026-07-28,AED,,100321654900003,Sample Seller FZE,Gulf Marine Services,100456789100003,AE,AUH,B2B,1000,102000.00,5100.00,107100.00,3,Data migration,1,9000.00,9000.00,S,5,450.00,9000.00,450.00
INV-2026-1056,2026-07-28,AED,,100321654900003,Sample Seller FZE,Gulf Marine Services,100456789100003,AE,AUH,B2B,1000,102000.00,5100.00,107100.00,4,Data migration,4,9000.00,36000.00,S,5,1800.00,36000.00,1800.00
INV-2026-1057,2026-07-27,AED,,100321654900003,Sample Seller FZE,Al Noor Trading LLC,100234567800003,AE,DXB,B2B,1000,72500.00,3625.00,76125.00,1,Data migration,5,9000.00,45000.00,S,5,2250.00,45000.00,2250.00
INV-2026-1057,2026-07-27,AED,,100321654900003,Sample Seller FZE,Al Noor Trading LLC,100234567800003,AE,DXB,B2B,1000,72500.00,3625.00,76125.00,2,Consulting day,4,2500.00,10000.00,S,5,500.00,10000.00,500.00
INV-2026-1057,2026-07-27,AED,,100321654900003,Sample Seller FZE,Al Noor Trading LLC,100234567800003,AE,DXB,B2B,1000,72500.00,3625.00,76125.00,3,Consulting day,2,2500.00,5000.00,S,5,250.00,5000.00,250.00
INV-2026-1057,2026-07-27,AED,,100321654900003,Sample Seller FZE,Al Noor Trading LLC,100234567800003,AE,DXB,B2B,1000,72500.00,3625.00,76125.00,4,Consulting day,5,2500.00,12500.00,S,5,625.00,12500.00,625.00
INV-2026-1058,2026-07-31,EUR,4.02351,100321654900003,Sample Seller FZE,Nordic Imports AB,,SE,,B2B,1000,75000.00,0.00,75000.00,1,Power BI dashboard build,4,12000.00,48000.00,Z,0,0.00,193128.48,0.00
INV-2026-1058,2026-07-31,EUR,4.02351,100321654900003,Sample Seller FZE,Nordic Imports AB,,SE,,B2B,1000,75000.00,0.00,75000.00,2,Reconciliation setup,2,6500.00,13000.00,Z,0,0.00,52305.63,0.00
INV-2026-1058,2026-07-31,EUR,4.02351,100321654900003,Sample Seller FZE,Nordic Imports AB,,SE,,B2B,1000,75000.00,0.00,75000.00,3,Monthly reporting pack,4,3500.00,14000.00,Z,0,0.00,56329.14,0.00
INV-2026-1059,2026-07-31,SAR,0.979333,100321654900003,Sample Seller FZE,Nordic Imports AB,,SE,,B2B,1000,48000.00,0.00,48000.00,1,Power BI dashboard build,4,12000.00,48000.00,Z,0,0.00,47007.98,0.00
INV-2026-1060,2026-08-01,USD,3.6725,100321654900003,Sample Seller FZE,Riyadh Build Co,,SA,,B2B,1000,6800.00,0.00,6800.00,1,Training session,1,1800.00,1800.00,Z,0,0.00,6610.50,0.00
INV-2026-1060,2026-08-01,USD,3.6725,100321654900003,Sample Seller FZE,Riyadh Build Co,,SA,,B2B,1000,6800.00,0.00,6800.00,2,Consulting day,2,2500.00,5000.00,Z,0,0.00,18362.50,0.00
